ProductName,RetailSPrice,TotalQtySold,UniqueDates,DaysUsed
CREAM CRACKER 350GM SPECIAL SUGAR FREE,285.0,23.0,"[Timestamp('2021-12-25 00:00:00'), Timestamp('2021-12-30 00:00:00'), Timestamp('2022-01-01 00:00:00'), Timestamp('2022-01-05 00:00:00'), Timestamp('2022-01-07 00:00:00'), Timestamp('2022-01-08 00:00:00'), Timestamp('2022-01-11 00:00:00'), Timestamp('2022-01-19 00:00:00'), Timestamp('2022-01-20 00:00:00'), Timestamp('2022-01-23 00:00:00'), Timestamp('2022-01-30 00:00:00'), Timestamp('2022-01-31 00:00:00'), Timestamp('2022-02-05 00:00:00'), Timestamp('2022-02-09 00:00:00'), Timestamp('2022-02-10 00:00:00'), Timestamp('2022-02-13 00:00:00'), Timestamp('2022-02-19 00:00:00')]",57
EGG 1 PC,13.0,15.0,[Timestamp('2021-04-17 00:00:00')],1
EGG 1 PC,13.5,15.0,[Timestamp('2021-03-22 00:00:00')],1
EGG 1 PC,14.0,13.0,"[Timestamp('2020-10-07 00:00:00'), Timestamp('2022-03-07 00:00:00')]",2
EGG 1 PC,14.3,10.0,[Timestamp('2021-05-27 00:00:00')],1
EGG 1 PC,15.0,349.0,"[Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2020-09-24 00:00:00'), Timestamp('2020-10-02 00:00:00'), Timestamp('2020-11-14 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2021-01-01 00:00:00'), Timestamp('2021-01-03 00:00:00'), Timestamp('2021-01-21 00:00:00'), Timestamp('2021-02-08 00:00:00'), Timestamp('2021-02-10 00:00:00'), Timestamp('2021-02-25 00:00:00'), Timestamp('2021-02-27 00:00:00'), Timestamp('2021-03-14 00:00:00'), Timestamp('2021-03-21 00:00:00'), Timestamp('2021-03-23 00:00:00'), Timestamp('2021-03-29 00:00:00'), Timestamp('2021-04-05 00:00:00'), Timestamp('2021-04-16 00:00:00'), Timestamp('2021-05-10 00:00:00'), Timestamp('2021-05-27 00:00:00'), Timestamp('2021-06-21 00:00:00'), Timestamp('2021-06-27 00:00:00'), Timestamp('2021-06-28 00:00:00'), Timestamp('2021-07-01 00:00:00'), Timestamp('2021-07-07 00:00:00'), Timestamp('2021-07-13 00:00:00'), Timestamp('2021-07-18 00:00:00'), Timestamp('2021-07-31 00:00:00'), Timestamp('2021-09-02 00:00:00'), Timestamp('2021-09-05 00:00:00'), Timestamp('2021-09-11 00:00:00'), Timestamp('2021-09-15 00:00:00'), Timestamp('2021-09-17 00:00:00'), Timestamp('2021-09-21 00:00:00'), Timestamp('2022-02-07 00:00:00'), Timestamp('2022-03-09 00:00:00'), Timestamp('2022-05-16 00:00:00')]",290
EGG 1 PC,16.0,679.0,"[Timestamp('2021-08-05 00:00:00'), Timestamp('2021-09-18 00:00:00'), Timestamp('2021-09-19 00:00:00'), Timestamp('2021-09-23 00:00:00'), Timestamp('2021-09-25 00:00:00'), Timestamp('2021-09-30 00:00:00'), Timestamp('2021-10-02 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-10 00:00:00'), Timestamp('2021-10-14 00:00:00'), Timestamp('2021-10-17 00:00:00'), Timestamp('2021-10-20 00:00:00'), Timestamp('2021-10-21 00:00:00'), Timestamp('2021-10-22 00:00:00'), Timestamp('2021-10-23 00:00:00'), Timestamp('2021-10-26 00:00:00'), Timestamp('2021-10-28 00:00:00'), Timestamp('2021-10-30 00:00:00'), Timestamp('2021-11-01 00:00:00'), Timestamp('2021-11-02 00:00:00'), Timestamp('2021-11-04 00:00:00'), Timestamp('2021-11-05 00:00:00'), Timestamp('2021-11-06 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-15 00:00:00'), Timestamp('2021-11-16 00:00:00'), Timestamp('2021-11-18 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-22 00:00:00'), Timestamp('2021-11-25 00:00:00'), Timestamp('2021-11-29 00:00:00'), Timestamp('2021-11-30 00:00:00'), Timestamp('2021-12-02 00:00:00'), Timestamp('2021-12-03 00:00:00'), Timestamp('2021-12-04 00:00:00'), Timestamp('2021-12-05 00:00:00'), Timestamp('2021-12-06 00:00:00'), Timestamp('2021-12-13 00:00:00'), Timestamp('2021-12-14 00:00:00'), Timestamp('2021-12-15 00:00:00'), Timestamp('2021-12-18 00:00:00'), Timestamp('2021-12-20 00:00:00'), Timestamp('2021-12-24 00:00:00'), Timestamp('2021-12-29 00:00:00'), Timestamp('2021-12-31 00:00:00'), Timestamp('2022-01-01 00:00:00'), Timestamp('2022-01-04 00:00:00'), Timestamp('2022-01-05 00:00:00'), Timestamp('2022-01-07 00:00:00'), Timestamp('2022-01-10 00:00:00'), Timestamp('2022-01-12 00:00:00'), Timestamp('2022-01-14 00:00:00'), Timestamp('2022-01-15 00:00:00'), Timestamp('2022-01-19 00:00:00'), Timestamp('2022-01-21 00:00:00'), Timestamp('2022-01-23 00:00:00'), Timestamp('2022-01-25 00:00:00'), Timestamp('2022-01-26 00:00:00'), Timestamp('2022-01-27 00:00:00'), Timestamp('2022-02-06 00:00:00'), Timestamp('2022-02-08 00:00:00'), Timestamp('2022-02-09 00:00:00'), Timestamp('2022-02-10 00:00:00'), Timestamp('2022-02-12 00:00:00'), Timestamp('2022-02-13 00:00:00'), Timestamp('2022-02-14 00:00:00'), Timestamp('2022-02-15 00:00:00'), Timestamp('2022-02-16 00:00:00'), Timestamp('2022-02-17 00:00:00'), Timestamp('2022-02-18 00:00:00'), Timestamp('2022-02-19 00:00:00'), Timestamp('2022-02-20 00:00:00'), Timestamp('2022-02-21 00:00:00'), Timestamp('2022-02-22 00:00:00'), Timestamp('2022-02-23 00:00:00'), Timestamp('2022-02-24 00:00:00'), Timestamp('2022-03-01 00:00:00'), Timestamp('2022-03-04 00:00:00'), Timestamp('2022-03-06 00:00:00'), Timestamp('2022-03-08 00:00:00'), Timestamp('2022-03-11 00:00:00'), Timestamp('2022-03-14 00:00:00'), Timestamp('2022-03-16 00:00:00'), Timestamp('2022-03-17 00:00:00'), Timestamp('2022-03-18 00:00:00'), Timestamp('2022-03-22 00:00:00'), Timestamp('2022-03-23 00:00:00'), Timestamp('2022-03-29 00:00:00'), Timestamp('2022-04-19 00:00:00'), Timestamp('2022-06-04 00:00:00')]",216
EGG 1 PC,17.0,374.0,"[Timestamp('2022-03-20 00:00:00'), Timestamp('2022-03-21 00:00:00'), Timestamp('2022-03-25 00:00:00'), Timestamp('2022-03-27 00:00:00'), Timestamp('2022-03-29 00:00:00'), Timestamp('2022-04-01 00:00:00'), Timestamp('2022-04-04 00:00:00'), Timestamp('2022-04-05 00:00:00'), Timestamp('2022-04-09 00:00:00'), Timestamp('2022-04-13 00:00:00'), Timestamp('2022-04-14 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-16 00:00:00'), Timestamp('2022-04-17 00:00:00'), Timestamp('2022-04-18 00:00:00'), Timestamp('2022-04-19 00:00:00'), Timestamp('2022-04-20 00:00:00'), Timestamp('2022-04-21 00:00:00'), Timestamp('2022-04-26 00:00:00'), Timestamp('2022-04-27 00:00:00'), Timestamp('2022-04-28 00:00:00'), Timestamp('2022-04-29 00:00:00'), Timestamp('2022-04-30 00:00:00'), Timestamp('2022-05-03 00:00:00'), Timestamp('2022-05-04 00:00:00'), Timestamp('2022-05-07 00:00:00'), Timestamp('2022-05-09 00:00:00'), Timestamp('2022-05-10 00:00:00'), Timestamp('2022-05-11 00:00:00'), Timestamp('2022-05-12 00:00:00'), Timestamp('2022-05-15 00:00:00'), Timestamp('2022-05-16 00:00:00'), Timestamp('2022-05-18 00:00:00'), Timestamp('2022-05-20 00:00:00'), Timestamp('2022-05-22 00:00:00'), Timestamp('2022-05-26 00:00:00'), Timestamp('2022-05-27 00:00:00'), Timestamp('2022-05-29 00:00:00'), Timestamp('2022-05-31 00:00:00'), Timestamp('2022-06-04 00:00:00'), Timestamp('2022-06-05 00:00:00'), Timestamp('2022-06-06 00:00:00'), Timestamp('2022-06-10 00:00:00'), Timestamp('2022-06-11 00:00:00'), Timestamp('2022-06-12 00:00:00'), Timestamp('2022-06-13 00:00:00'), Timestamp('2022-06-16 00:00:00'), Timestamp('2022-06-17 00:00:00'), Timestamp('2022-06-24 00:00:00'), Timestamp('2022-06-25 00:00:00'), Timestamp('2022-06-27 00:00:00'), Timestamp('2022-06-28 00:00:00'), Timestamp('2022-06-29 00:00:00'), Timestamp('2022-06-30 00:00:00'), Timestamp('2022-07-02 00:00:00'), Timestamp('2022-07-03 00:00:00'), Timestamp('2022-07-05 00:00:00'), Timestamp('2022-07-07 00:00:00'), Timestamp('2022-07-09 00:00:00'), Timestamp('2022-07-10 00:00:00'), Timestamp('2022-07-11 00:00:00')]",114
EGG 1 PC,18.0,15.0,[Timestamp('2022-07-05 00:00:00')],1
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,105.0,26.0,"[Timestamp('2020-07-24 00:00:00'), Timestamp('2020-07-26 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-08-15 00:00:00'), Timestamp('2020-08-16 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-08-22 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-08-29 00:00:00'), Timestamp('2020-09-19 00:00:00')]",58
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,110.0,42.0,"[Timestamp('2020-09-24 00:00:00'), Timestamp('2020-09-26 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-09-30 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2020-10-04 00:00:00'), Timestamp('2020-10-06 00:00:00'), Timestamp('2020-10-12 00:00:00'), Timestamp('2020-10-16 00:00:00'), Timestamp('2020-10-22 00:00:00'), Timestamp('2020-10-23 00:00:00'), Timestamp('2020-10-25 00:00:00'), Timestamp('2020-10-30 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-11-07 00:00:00'), Timestamp('2020-11-14 00:00:00'), Timestamp('2020-11-17 00:00:00'), Timestamp('2020-11-27 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2020-12-05 00:00:00'), Timestamp('2020-12-06 00:00:00'), Timestamp('2020-12-08 00:00:00'), Timestamp('2020-12-13 00:00:00'), Timestamp('2020-12-14 00:00:00'), Timestamp('2020-12-15 00:00:00'), Timestamp('2020-12-18 00:00:00'), Timestamp('2020-12-22 00:00:00'), Timestamp('2020-12-26 00:00:00'), Timestamp('2020-12-29 00:00:00'), Timestamp('2021-01-02 00:00:00'), Timestamp('2021-01-04 00:00:00'), Timestamp('2021-01-05 00:00:00')]",104
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,125.0,35.0,"[Timestamp('2021-01-08 00:00:00'), Timestamp('2021-01-11 00:00:00'), Timestamp('2021-01-12 00:00:00'), Timestamp('2021-01-13 00:00:00'), Timestamp('2021-01-16 00:00:00'), Timestamp('2021-01-22 00:00:00'), Timestamp('2021-01-25 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-02-01 00:00:00'), Timestamp('2021-02-05 00:00:00'), Timestamp('2021-02-06 00:00:00'), Timestamp('2021-02-07 00:00:00'), Timestamp('2021-02-10 00:00:00'), Timestamp('2021-02-16 00:00:00'), Timestamp('2021-02-20 00:00:00'), Timestamp('2021-02-21 00:00:00'), Timestamp('2021-02-25 00:00:00'), Timestamp('2021-02-27 00:00:00'), Timestamp('2021-03-01 00:00:00'), Timestamp('2021-03-03 00:00:00'), Timestamp('2021-03-25 00:00:00'), Timestamp('2021-03-27 00:00:00'), Timestamp('2021-04-03 00:00:00'), Timestamp('2021-04-07 00:00:00')]",90
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,140.0,12.0,"[Timestamp('2021-03-15 00:00:00'), Timestamp('2021-03-17 00:00:00'), Timestamp('2021-03-22 00:00:00'), Timestamp('2021-03-23 00:00:00'), Timestamp('2021-04-09 00:00:00'), Timestamp('2021-04-12 00:00:00'), Timestamp('2021-04-17 00:00:00'), Timestamp('2021-04-20 00:00:00')]",37
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,165.0,52.0,"[Timestamp('2021-08-21 00:00:00'), Timestamp('2021-08-22 00:00:00'), Timestamp('2021-08-23 00:00:00'), Timestamp('2021-08-26 00:00:00'), Timestamp('2021-09-01 00:00:00'), Timestamp('2021-09-02 00:00:00'), Timestamp('2021-09-03 00:00:00'), Timestamp('2021-09-04 00:00:00'), Timestamp('2021-09-09 00:00:00'), Timestamp('2021-09-11 00:00:00'), Timestamp('2021-09-18 00:00:00'), Timestamp('2021-09-21 00:00:00'), Timestamp('2021-09-22 00:00:00'), Timestamp('2021-09-30 00:00:00'), Timestamp('2021-10-03 00:00:00'), Timestamp('2021-10-05 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-23 00:00:00'), Timestamp('2021-10-26 00:00:00'), Timestamp('2021-10-27 00:00:00'), Timestamp('2021-10-29 00:00:00'), Timestamp('2021-11-07 00:00:00'), Timestamp('2021-11-08 00:00:00'), Timestamp('2021-11-09 00:00:00'), Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-16 00:00:00'), Timestamp('2021-11-18 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-26 00:00:00'), Timestamp('2021-11-30 00:00:00'), Timestamp('2021-12-01 00:00:00'), Timestamp('2021-12-10 00:00:00'), Timestamp('2022-03-05 00:00:00'), Timestamp('2022-03-10 00:00:00'), Timestamp('2022-03-15 00:00:00'), Timestamp('2022-03-16 00:00:00')]",124
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,170.0,58.0,"[Timestamp('2021-06-21 00:00:00'), Timestamp('2021-06-23 00:00:00'), Timestamp('2021-06-25 00:00:00'), Timestamp('2021-06-27 00:00:00'), Timestamp('2021-06-29 00:00:00'), Timestamp('2021-07-01 00:00:00'), Timestamp('2021-07-03 00:00:00'), Timestamp('2021-07-04 00:00:00'), Timestamp('2021-07-08 00:00:00'), Timestamp('2021-07-10 00:00:00'), Timestamp('2021-07-12 00:00:00'), Timestamp('2021-07-23 00:00:00'), Timestamp('2021-07-25 00:00:00'), Timestamp('2021-08-18 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-16 00:00:00'), Timestamp('2021-12-21 00:00:00'), Timestamp('2022-01-10 00:00:00'), Timestamp('2022-01-12 00:00:00'), Timestamp('2022-01-13 00:00:00'), Timestamp('2022-01-15 00:00:00'), Timestamp('2022-01-29 00:00:00'), Timestamp('2022-02-03 00:00:00'), Timestamp('2022-02-08 00:00:00'), Timestamp('2022-02-09 00:00:00'), Timestamp('2022-02-15 00:00:00'), Timestamp('2022-02-16 00:00:00'), Timestamp('2022-02-20 00:00:00')]",131
EVEREST KASHMIRILAL CHILLI PWR. 100GM ,172.0,35.0,"[Timestamp('2022-03-28 00:00:00'), Timestamp('2022-03-29 00:00:00'), Timestamp('2022-04-13 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-16 00:00:00'), Timestamp('2022-04-17 00:00:00'), Timestamp('2022-04-28 00:00:00'), Timestamp('2022-05-03 00:00:00'), Timestamp('2022-05-04 00:00:00'), Timestamp('2022-05-05 00:00:00'), Timestamp('2022-05-06 00:00:00'), Timestamp('2022-05-08 00:00:00'), Timestamp('2022-05-11 00:00:00'), Timestamp('2022-05-12 00:00:00'), Timestamp('2022-05-20 00:00:00'), Timestamp('2022-05-23 00:00:00'), Timestamp('2022-05-30 00:00:00'), Timestamp('2022-06-01 00:00:00'), Timestamp('2022-06-08 00:00:00'), Timestamp('2022-06-11 00:00:00'), Timestamp('2022-06-16 00:00:00'), Timestamp('2022-06-18 00:00:00'), Timestamp('2022-06-23 00:00:00'), Timestamp('2022-06-25 00:00:00'), Timestamp('2022-06-26 00:00:00'), Timestamp('2022-06-29 00:00:00'), Timestamp('2022-07-06 00:00:00'), Timestamp('2022-07-11 00:00:00')]",106
HARPIC POWER 500ML ORIGINAL,125.0,2.0,[Timestamp('2020-10-24 00:00:00')],1
HARPIC POWER 500ML ORIGINAL,133.0,39.0,"[Timestamp('2020-09-26 00:00:00'), Timestamp('2020-09-27 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-10-06 00:00:00'), Timestamp('2020-10-10 00:00:00'), Timestamp('2020-10-11 00:00:00'), Timestamp('2020-10-22 00:00:00'), Timestamp('2020-10-24 00:00:00'), Timestamp('2020-10-28 00:00:00'), Timestamp('2020-10-29 00:00:00'), Timestamp('2020-10-30 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-11-05 00:00:00'), Timestamp('2020-11-07 00:00:00'), Timestamp('2020-11-08 00:00:00'), Timestamp('2020-11-10 00:00:00'), Timestamp('2020-11-11 00:00:00'), Timestamp('2020-11-21 00:00:00'), Timestamp('2020-12-06 00:00:00'), Timestamp('2020-12-23 00:00:00')]",89
HARPIC POWER 500ML ORIGINAL,134.0,48.0,"[Timestamp('2020-08-15 00:00:00'), Timestamp('2020-08-16 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-08-23 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-08-28 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-02 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-09-11 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-09-21 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2020-09-23 00:00:00')]",40
HARPIC POWER 500ML ORIGINAL,136.0,21.0,"[Timestamp('2020-07-18 00:00:00'), Timestamp('2020-07-19 00:00:00'), Timestamp('2020-07-26 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-07-31 00:00:00')]",14
HARPIC POWER 500ML ORIGINAL,138.0,40.0,"[Timestamp('2022-01-16 00:00:00'), Timestamp('2022-01-18 00:00:00'), Timestamp('2022-01-28 00:00:00'), Timestamp('2022-02-02 00:00:00'), Timestamp('2022-02-06 00:00:00'), Timestamp('2022-02-09 00:00:00'), Timestamp('2022-02-12 00:00:00'), Timestamp('2022-02-13 00:00:00'), Timestamp('2022-02-14 00:00:00'), Timestamp('2022-02-17 00:00:00'), Timestamp('2022-02-18 00:00:00'), Timestamp('2022-02-23 00:00:00'), Timestamp('2022-02-27 00:00:00'), Timestamp('2022-02-28 00:00:00'), Timestamp('2022-03-01 00:00:00'), Timestamp('2022-03-02 00:00:00'), Timestamp('2022-03-06 00:00:00'), Timestamp('2022-03-10 00:00:00'), Timestamp('2022-03-16 00:00:00'), Timestamp('2022-03-17 00:00:00'), Timestamp('2022-03-18 00:00:00'), Timestamp('2022-03-23 00:00:00')]",67
HARPIC POWER 500ML ORIGINAL,140.0,24.0,"[Timestamp('2021-06-29 00:00:00'), Timestamp('2021-07-01 00:00:00'), Timestamp('2021-07-03 00:00:00'), Timestamp('2021-07-11 00:00:00'), Timestamp('2021-07-19 00:00:00'), Timestamp('2021-07-23 00:00:00'), Timestamp('2021-07-27 00:00:00'), Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-04 00:00:00'), Timestamp('2021-08-07 00:00:00'), Timestamp('2021-08-10 00:00:00'), Timestamp('2021-08-17 00:00:00'), Timestamp('2021-08-20 00:00:00'), Timestamp('2021-08-31 00:00:00'), Timestamp('2021-09-06 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2021-09-09 00:00:00')]",73
HARPIC POWER 500ML ORIGINAL,141.0,21.0,"[Timestamp('2022-03-24 00:00:00'), Timestamp('2022-03-27 00:00:00'), Timestamp('2022-03-30 00:00:00'), Timestamp('2022-04-06 00:00:00'), Timestamp('2022-04-10 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-17 00:00:00'), Timestamp('2022-04-18 00:00:00'), Timestamp('2022-04-21 00:00:00'), Timestamp('2022-04-30 00:00:00'), Timestamp('2022-05-01 00:00:00'), Timestamp('2022-05-05 00:00:00')]",43
HARPIC POWER 500ML ORIGINAL,142.0,70.0,"[Timestamp('2021-09-18 00:00:00'), Timestamp('2021-09-21 00:00:00'), Timestamp('2021-09-22 00:00:00'), Timestamp('2021-09-24 00:00:00'), Timestamp('2021-09-27 00:00:00'), Timestamp('2021-09-29 00:00:00'), Timestamp('2021-09-30 00:00:00'), Timestamp('2021-10-02 00:00:00'), Timestamp('2021-10-05 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-08 00:00:00'), Timestamp('2021-10-09 00:00:00'), Timestamp('2021-10-11 00:00:00'), Timestamp('2021-10-12 00:00:00'), Timestamp('2021-10-18 00:00:00'), Timestamp('2021-10-20 00:00:00'), Timestamp('2021-10-23 00:00:00'), Timestamp('2021-10-26 00:00:00'), Timestamp('2021-10-27 00:00:00'), Timestamp('2021-10-29 00:00:00'), Timestamp('2021-11-03 00:00:00'), Timestamp('2021-11-05 00:00:00'), Timestamp('2021-11-16 00:00:00'), Timestamp('2021-11-17 00:00:00'), Timestamp('2021-11-18 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-21 00:00:00'), Timestamp('2021-11-22 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2021-11-29 00:00:00'), Timestamp('2021-12-10 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-12 00:00:00'), Timestamp('2021-12-13 00:00:00'), Timestamp('2021-12-14 00:00:00'), Timestamp('2021-12-20 00:00:00'), Timestamp('2021-12-22 00:00:00'), Timestamp('2021-12-25 00:00:00'), Timestamp('2021-12-27 00:00:00'), Timestamp('2021-12-30 00:00:00'), Timestamp('2022-01-02 00:00:00'), Timestamp('2022-01-09 00:00:00'), Timestamp('2022-01-10 00:00:00'), Timestamp('2022-01-11 00:00:00'), Timestamp('2022-01-12 00:00:00'), Timestamp('2022-01-14 00:00:00')]",119
HARPIC POWER PLUS 900 ML ORIGINAL,231.858407079646,2.0,[Timestamp('2022-07-09 00:00:00')],1
HARPIC POWER PLUS 900 ML ORIGINAL,234.513274336283,1.0,[Timestamp('2022-03-02 00:00:00')],1
HARPIC POWER PLUS 900 ML ORIGINAL,239.0,19.0,"[Timestamp('2021-05-08 00:00:00'), Timestamp('2021-05-10 00:00:00'), Timestamp('2021-05-14 00:00:00'), Timestamp('2021-05-15 00:00:00'), Timestamp('2021-05-20 00:00:00'), Timestamp('2021-05-21 00:00:00'), Timestamp('2021-05-22 00:00:00'), Timestamp('2021-05-25 00:00:00')]",18
HARPIC POWER PLUS 900 ML ORIGINAL,254.0,12.0,"[Timestamp('2022-01-16 00:00:00'), Timestamp('2022-01-18 00:00:00'), Timestamp('2022-01-21 00:00:00'), Timestamp('2022-01-22 00:00:00'), Timestamp('2022-01-24 00:00:00'), Timestamp('2022-01-25 00:00:00'), Timestamp('2022-01-28 00:00:00'), Timestamp('2022-01-29 00:00:00'), Timestamp('2022-02-05 00:00:00')]",21
HARPIC POWER PLUS 900 ML ORIGINAL,256.0,56.0,"[Timestamp('2021-09-21 00:00:00'), Timestamp('2021-09-27 00:00:00'), Timestamp('2021-09-28 00:00:00'), Timestamp('2021-09-30 00:00:00'), Timestamp('2021-10-04 00:00:00'), Timestamp('2021-10-08 00:00:00'), Timestamp('2021-10-10 00:00:00'), Timestamp('2021-10-11 00:00:00'), Timestamp('2021-10-12 00:00:00'), Timestamp('2021-10-16 00:00:00'), Timestamp('2021-10-17 00:00:00'), Timestamp('2021-10-18 00:00:00'), Timestamp('2021-10-19 00:00:00'), Timestamp('2021-10-22 00:00:00'), Timestamp('2021-10-23 00:00:00'), Timestamp('2021-10-24 00:00:00'), Timestamp('2021-10-26 00:00:00'), Timestamp('2021-10-28 00:00:00'), Timestamp('2021-10-30 00:00:00'), Timestamp('2021-11-02 00:00:00'), Timestamp('2021-11-04 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-14 00:00:00'), Timestamp('2021-11-17 00:00:00'), Timestamp('2021-11-18 00:00:00'), Timestamp('2021-11-19 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-21 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2021-11-25 00:00:00'), Timestamp('2021-12-02 00:00:00'), Timestamp('2021-12-07 00:00:00'), Timestamp('2021-12-14 00:00:00'), Timestamp('2021-12-16 00:00:00'), Timestamp('2021-12-18 00:00:00'), Timestamp('2021-12-24 00:00:00'), Timestamp('2021-12-31 00:00:00'), Timestamp('2022-01-02 00:00:00'), Timestamp('2022-01-05 00:00:00')]",107
HARPIC POWER PLUS 900 ML ORIGINAL,262.0,23.0,"[Timestamp('2022-03-18 00:00:00'), Timestamp('2022-03-19 00:00:00'), Timestamp('2022-03-21 00:00:00'), Timestamp('2022-03-28 00:00:00'), Timestamp('2022-03-30 00:00:00'), Timestamp('2022-04-02 00:00:00'), Timestamp('2022-04-03 00:00:00'), Timestamp('2022-04-05 00:00:00'), Timestamp('2022-04-09 00:00:00'), Timestamp('2022-04-13 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-20 00:00:00'), Timestamp('2022-07-04 00:00:00'), Timestamp('2022-07-05 00:00:00'), Timestamp('2022-07-07 00:00:00'), Timestamp('2022-07-08 00:00:00')]",39
HARPIC POWER PLUS 900 ML ORIGINAL,265.0,13.0,"[Timestamp('2022-02-23 00:00:00'), Timestamp('2022-02-24 00:00:00'), Timestamp('2022-02-26 00:00:00'), Timestamp('2022-02-28 00:00:00'), Timestamp('2022-03-01 00:00:00'), Timestamp('2022-03-08 00:00:00'), Timestamp('2022-03-12 00:00:00'), Timestamp('2022-03-14 00:00:00'), Timestamp('2022-03-15 00:00:00'), Timestamp('2022-03-22 00:00:00')]",28
