ProductName,RetailSPrice,TotalQtySold,UniqueDates,DaysUsed
DHARA HEALTH 1 LTR SUN FLOWER OIL PKT,285.0,13.0,"[Timestamp('2021-07-17 00:00:00'), Timestamp('2021-07-18 00:00:00'), Timestamp('2021-07-22 00:00:00'), Timestamp('2021-07-29 00:00:00'), Timestamp('2021-08-05 00:00:00'), Timestamp('2021-08-08 00:00:00'), Timestamp('2021-08-09 00:00:00'), Timestamp('2021-08-12 00:00:00'), Timestamp('2021-08-14 00:00:00')]",29
DHARA HEALTH 1 LTR SUN FLOWER OIL PKT,300.0,82.0,"[Timestamp('2021-08-21 00:00:00'), Timestamp('2021-08-24 00:00:00'), Timestamp('2021-08-26 00:00:00'), Timestamp('2021-08-27 00:00:00'), Timestamp('2021-09-04 00:00:00'), Timestamp('2021-09-06 00:00:00'), Timestamp('2021-09-20 00:00:00'), Timestamp('2021-09-22 00:00:00'), Timestamp('2021-09-25 00:00:00'), Timestamp('2021-09-26 00:00:00'), Timestamp('2021-10-01 00:00:00'), Timestamp('2021-10-02 00:00:00'), Timestamp('2021-10-03 00:00:00'), Timestamp('2021-10-05 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-08 00:00:00'), Timestamp('2021-10-12 00:00:00'), Timestamp('2021-10-17 00:00:00'), Timestamp('2021-10-22 00:00:00'), Timestamp('2021-10-25 00:00:00'), Timestamp('2021-10-26 00:00:00'), Timestamp('2021-10-28 00:00:00'), Timestamp('2021-11-07 00:00:00'), Timestamp('2021-11-08 00:00:00'), Timestamp('2021-11-09 00:00:00'), Timestamp('2021-11-10 00:00:00'), Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-12 00:00:00'), Timestamp('2021-11-29 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-19 00:00:00'), Timestamp('2022-01-13 00:00:00'), Timestamp('2022-01-25 00:00:00'), Timestamp('2022-01-28 00:00:00'), Timestamp('2022-01-31 00:00:00'), Timestamp('2022-02-02 00:00:00'), Timestamp('2022-02-04 00:00:00'), Timestamp('2022-02-05 00:00:00'), Timestamp('2022-02-06 00:00:00'), Timestamp('2022-02-11 00:00:00'), Timestamp('2022-02-12 00:00:00'), Timestamp('2022-02-17 00:00:00'), Timestamp('2022-02-21 00:00:00'), Timestamp('2022-02-24 00:00:00'), Timestamp('2022-03-01 00:00:00'), Timestamp('2022-03-02 00:00:00'), Timestamp('2022-03-12 00:00:00')]",204
DHARA HEALTH 1 LTR SUN FLOWER OIL PKT,370.0,10.0,"[Timestamp('2022-06-17 00:00:00'), Timestamp('2022-06-18 00:00:00'), Timestamp('2022-06-23 00:00:00'), Timestamp('2022-06-25 00:00:00')]",9
DHARA MUSTARD OIL 500ML,130.0,46.0,"[Timestamp('2020-08-08 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-25 00:00:00'), Timestamp('2020-10-05 00:00:00'), Timestamp('2020-10-09 00:00:00'), Timestamp('2020-10-10 00:00:00'), Timestamp('2020-10-17 00:00:00'), Timestamp('2020-10-18 00:00:00'), Timestamp('2020-11-11 00:00:00'), Timestamp('2020-11-14 00:00:00'), Timestamp('2020-11-21 00:00:00'), Timestamp('2020-11-25 00:00:00'), Timestamp('2020-11-26 00:00:00'), Timestamp('2020-11-27 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2020-12-06 00:00:00'), Timestamp('2020-12-07 00:00:00'), Timestamp('2020-12-11 00:00:00'), Timestamp('2020-12-17 00:00:00'), Timestamp('2021-01-04 00:00:00'), Timestamp('2021-01-17 00:00:00'), Timestamp('2021-02-07 00:00:00'), Timestamp('2021-02-16 00:00:00'), Timestamp('2021-02-17 00:00:00'), Timestamp('2021-02-18 00:00:00'), Timestamp('2021-02-20 00:00:00')]",197
DHARA MUSTARD OIL 500ML,135.0,2.0,"[Timestamp('2021-01-11 00:00:00'), Timestamp('2021-01-26 00:00:00')]",16
DHARA MUSTARD OIL 500ML,140.0,11.0,"[Timestamp('2021-03-02 00:00:00'), Timestamp('2021-03-04 00:00:00'), Timestamp('2021-03-09 00:00:00'), Timestamp('2021-03-19 00:00:00'), Timestamp('2021-04-13 00:00:00'), Timestamp('2021-04-18 00:00:00'), Timestamp('2021-05-16 00:00:00'), Timestamp('2021-05-27 00:00:00')]",87
DHARA MUSTARD OIL 500ML,150.0,1.0,[Timestamp('2021-03-20 00:00:00')],1
DHARA MUSTARD OIL 500ML,165.0,12.0,"[Timestamp('2021-07-23 00:00:00'), Timestamp('2021-08-01 00:00:00'), Timestamp('2021-08-24 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2021-10-04 00:00:00'), Timestamp('2021-10-08 00:00:00'), Timestamp('2021-10-12 00:00:00'), Timestamp('2021-11-01 00:00:00')]",102
DHARA MUSTARD OIL 500ML,178.0,18.0,"[Timestamp('2021-10-22 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2021-11-25 00:00:00'), Timestamp('2021-12-12 00:00:00'), Timestamp('2021-12-17 00:00:00'), Timestamp('2022-01-03 00:00:00'), Timestamp('2022-01-13 00:00:00'), Timestamp('2022-01-23 00:00:00'), Timestamp('2022-01-26 00:00:00'), Timestamp('2022-02-09 00:00:00'), Timestamp('2022-03-04 00:00:00'), Timestamp('2022-03-23 00:00:00'), Timestamp('2022-03-27 00:00:00'), Timestamp('2022-03-28 00:00:00'), Timestamp('2022-03-29 00:00:00')]",128
DHARA MUSTARD OIL 500ML,185.0,2.0,"[Timestamp('2021-11-04 00:00:00'), Timestamp('2022-03-20 00:00:00')]",2
DHARA MUSTARD OIL 500ML,188.0,18.0,"[Timestamp('2022-04-06 00:00:00'), Timestamp('2022-04-12 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-16 00:00:00'), Timestamp('2022-04-17 00:00:00'), Timestamp('2022-04-21 00:00:00'), Timestamp('2022-04-27 00:00:00'), Timestamp('2022-04-28 00:00:00'), Timestamp('2022-04-29 00:00:00'), Timestamp('2022-05-06 00:00:00')]",31
DIDIAN DANISH STYLE COOKIES 480GM,245.0,22.0,"[Timestamp('2020-11-29 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2020-12-03 00:00:00'), Timestamp('2020-12-05 00:00:00'), Timestamp('2020-12-08 00:00:00'), Timestamp('2020-12-09 00:00:00'), Timestamp('2020-12-10 00:00:00'), Timestamp('2021-02-10 00:00:00'), Timestamp('2021-02-24 00:00:00')]",27
DIDIAN DANISH STYLE COOKIES 480GM,258.0,11.0,"[Timestamp('2020-08-01 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-08 00:00:00'), Timestamp('2020-08-09 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-15 00:00:00'), Timestamp('2020-11-28 00:00:00')]",16
DIDIAN DANISH STYLE COOKIES 480GM,285.0,168.0,"[Timestamp('2021-02-11 00:00:00'), Timestamp('2021-02-12 00:00:00'), Timestamp('2021-02-13 00:00:00'), Timestamp('2021-02-14 00:00:00'), Timestamp('2021-02-15 00:00:00'), Timestamp('2021-02-16 00:00:00'), Timestamp('2021-02-17 00:00:00'), Timestamp('2021-02-18 00:00:00'), Timestamp('2021-02-19 00:00:00'), Timestamp('2021-02-20 00:00:00'), Timestamp('2021-02-21 00:00:00'), Timestamp('2021-02-26 00:00:00'), Timestamp('2021-02-28 00:00:00'), Timestamp('2021-03-04 00:00:00'), Timestamp('2021-03-06 00:00:00'), Timestamp('2021-03-07 00:00:00'), Timestamp('2021-03-08 00:00:00'), Timestamp('2021-03-09 00:00:00'), Timestamp('2021-03-12 00:00:00'), Timestamp('2021-03-13 00:00:00'), Timestamp('2021-03-17 00:00:00'), Timestamp('2021-03-18 00:00:00'), Timestamp('2021-03-19 00:00:00'), Timestamp('2021-03-20 00:00:00'), Timestamp('2021-03-21 00:00:00'), Timestamp('2021-03-22 00:00:00'), Timestamp('2021-03-23 00:00:00'), Timestamp('2021-03-24 00:00:00'), Timestamp('2021-03-25 00:00:00'), Timestamp('2021-03-26 00:00:00'), Timestamp('2021-03-27 00:00:00'), Timestamp('2021-03-28 00:00:00'), Timestamp('2021-03-29 00:00:00'), Timestamp('2021-03-31 00:00:00'), Timestamp('2021-04-04 00:00:00'), Timestamp('2021-04-05 00:00:00'), Timestamp('2021-04-07 00:00:00'), Timestamp('2021-04-09 00:00:00'), Timestamp('2021-04-10 00:00:00'), Timestamp('2021-04-12 00:00:00'), Timestamp('2021-04-13 00:00:00'), Timestamp('2021-04-14 00:00:00'), Timestamp('2021-04-15 00:00:00'), Timestamp('2021-04-17 00:00:00'), Timestamp('2021-04-18 00:00:00'), Timestamp('2021-04-20 00:00:00'), Timestamp('2021-04-21 00:00:00'), Timestamp('2021-04-22 00:00:00'), Timestamp('2021-04-26 00:00:00'), Timestamp('2021-04-27 00:00:00'), Timestamp('2021-04-28 00:00:00'), Timestamp('2021-05-01 00:00:00'), Timestamp('2021-05-02 00:00:00'), Timestamp('2021-05-04 00:00:00'), Timestamp('2021-05-05 00:00:00'), Timestamp('2021-05-06 00:00:00'), Timestamp('2021-05-07 00:00:00'), Timestamp('2021-05-08 00:00:00'), Timestamp('2021-05-09 00:00:00'), Timestamp('2021-05-10 00:00:00'), Timestamp('2021-05-13 00:00:00'), Timestamp('2021-05-14 00:00:00'), Timestamp('2021-05-15 00:00:00'), Timestamp('2021-05-16 00:00:00'), Timestamp('2021-05-18 00:00:00'), Timestamp('2021-05-19 00:00:00'), Timestamp('2021-05-20 00:00:00'), Timestamp('2021-05-23 00:00:00'), Timestamp('2021-05-25 00:00:00'), Timestamp('2021-05-26 00:00:00'), Timestamp('2021-05-27 00:00:00'), Timestamp('2021-06-04 00:00:00'), Timestamp('2021-06-09 00:00:00'), Timestamp('2021-06-16 00:00:00'), Timestamp('2021-06-19 00:00:00'), Timestamp('2021-06-21 00:00:00')]",131
DIDIAN DANISH STYLE COOKIES 480GM,293.0,3.0,[Timestamp('2021-06-23 00:00:00')],1
DIDIAN DANISH STYLE COOKIES 480GM,325.0,46.0,"[Timestamp('2021-11-05 00:00:00'), Timestamp('2021-11-11 00:00:00'), Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-17 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-21 00:00:00'), Timestamp('2021-11-24 00:00:00'), Timestamp('2021-11-27 00:00:00'), Timestamp('2021-12-04 00:00:00'), Timestamp('2021-12-08 00:00:00'), Timestamp('2021-12-10 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-13 00:00:00'), Timestamp('2021-12-17 00:00:00'), Timestamp('2021-12-19 00:00:00'), Timestamp('2021-12-20 00:00:00'), Timestamp('2021-12-23 00:00:00'), Timestamp('2021-12-24 00:00:00'), Timestamp('2021-12-29 00:00:00'), Timestamp('2022-01-01 00:00:00'), Timestamp('2022-01-02 00:00:00'), Timestamp('2022-01-04 00:00:00'), Timestamp('2022-01-07 00:00:00'), Timestamp('2022-01-08 00:00:00'), Timestamp('2022-01-09 00:00:00'), Timestamp('2022-01-10 00:00:00'), Timestamp('2022-01-15 00:00:00'), Timestamp('2022-01-22 00:00:00'), Timestamp('2022-01-23 00:00:00'), Timestamp('2022-01-26 00:00:00'), Timestamp('2022-01-29 00:00:00'), Timestamp('2022-02-02 00:00:00'), Timestamp('2022-02-04 00:00:00'), Timestamp('2022-02-05 00:00:00'), Timestamp('2022-02-06 00:00:00'), Timestamp('2022-02-08 00:00:00'), Timestamp('2022-02-10 00:00:00'), Timestamp('2022-02-13 00:00:00')]",101
DIDIAN DANISH STYLE COOKIES 480GM,342.0,9.0,"[Timestamp('2022-05-14 00:00:00'), Timestamp('2022-05-17 00:00:00'), Timestamp('2022-05-21 00:00:00'), Timestamp('2022-05-23 00:00:00'), Timestamp('2022-05-24 00:00:00'), Timestamp('2022-05-26 00:00:00'), Timestamp('2022-06-02 00:00:00'), Timestamp('2022-06-07 00:00:00')]",25
DIDIAN DANISH STYLE COOKIES 480GM,382.0,7.0,"[Timestamp('2022-06-28 00:00:00'), Timestamp('2022-06-29 00:00:00'), Timestamp('2022-07-01 00:00:00'), Timestamp('2022-07-04 00:00:00'), Timestamp('2022-07-07 00:00:00'), Timestamp('2022-07-10 00:00:00')]",13
DIGESTIVE 250GM BISCUIT ,88.495575221239,3.0,[Timestamp('2022-03-02 00:00:00')],1
DIGESTIVE 250GM BISCUIT ,90.0,136.0,"[Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-15 00:00:00'), Timestamp('2020-08-16 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-08-29 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-05 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-10 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-09-27 00:00:00'), Timestamp('2020-09-30 00:00:00'), Timestamp('2020-10-09 00:00:00'), Timestamp('2020-10-16 00:00:00'), Timestamp('2020-10-17 00:00:00'), Timestamp('2020-10-19 00:00:00'), Timestamp('2020-10-21 00:00:00'), Timestamp('2020-10-25 00:00:00'), Timestamp('2020-10-28 00:00:00'), Timestamp('2020-10-31 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-11-05 00:00:00'), Timestamp('2020-11-06 00:00:00'), Timestamp('2020-11-08 00:00:00'), Timestamp('2020-11-10 00:00:00'), Timestamp('2020-11-11 00:00:00'), Timestamp('2020-11-12 00:00:00'), Timestamp('2020-11-14 00:00:00'), Timestamp('2020-11-15 00:00:00'), Timestamp('2020-11-17 00:00:00'), Timestamp('2020-11-23 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2020-12-03 00:00:00'), Timestamp('2020-12-11 00:00:00'), Timestamp('2020-12-13 00:00:00'), Timestamp('2020-12-14 00:00:00'), Timestamp('2020-12-16 00:00:00'), Timestamp('2020-12-21 00:00:00'), Timestamp('2021-01-09 00:00:00'), Timestamp('2021-01-11 00:00:00'), Timestamp('2021-01-13 00:00:00'), Timestamp('2021-01-14 00:00:00'), Timestamp('2021-01-21 00:00:00'), Timestamp('2021-01-25 00:00:00'), Timestamp('2021-02-01 00:00:00'), Timestamp('2021-02-08 00:00:00'), Timestamp('2021-02-09 00:00:00'), Timestamp('2021-02-10 00:00:00'), Timestamp('2021-02-11 00:00:00'), Timestamp('2021-02-15 00:00:00'), Timestamp('2021-02-16 00:00:00'), Timestamp('2021-02-17 00:00:00'), Timestamp('2021-02-23 00:00:00'), Timestamp('2021-02-24 00:00:00'), Timestamp('2021-02-25 00:00:00'), Timestamp('2021-03-05 00:00:00'), Timestamp('2021-03-06 00:00:00'), Timestamp('2021-03-08 00:00:00'), Timestamp('2021-03-27 00:00:00'), Timestamp('2021-03-28 00:00:00'), Timestamp('2021-04-09 00:00:00'), Timestamp('2021-04-17 00:00:00'), Timestamp('2021-04-22 00:00:00'), Timestamp('2021-04-27 00:00:00'), Timestamp('2021-04-28 00:00:00'), Timestamp('2021-05-10 00:00:00'), Timestamp('2021-05-26 00:00:00'), Timestamp('2021-05-27 00:00:00'), Timestamp('2021-06-05 00:00:00'), Timestamp('2021-06-25 00:00:00')]",317
DIGESTIVE 250GM BISCUIT ,95.0,25.0,"[Timestamp('2020-07-18 00:00:00'), Timestamp('2020-07-19 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-07-25 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-02 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2020-10-07 00:00:00'), Timestamp('2021-03-29 00:00:00'), Timestamp('2021-04-27 00:00:00'), Timestamp('2021-05-02 00:00:00'), Timestamp('2021-06-28 00:00:00')]",84
DIGESTIVE 250GM BISCUIT ,100.0,136.0,"[Timestamp('2021-08-24 00:00:00'), Timestamp('2021-08-25 00:00:00'), Timestamp('2021-08-29 00:00:00'), Timestamp('2021-09-03 00:00:00'), Timestamp('2021-09-04 00:00:00'), Timestamp('2021-09-07 00:00:00'), Timestamp('2021-09-13 00:00:00'), Timestamp('2021-09-22 00:00:00'), Timestamp('2021-10-01 00:00:00'), Timestamp('2021-10-04 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-09 00:00:00'), Timestamp('2021-10-10 00:00:00'), Timestamp('2021-10-14 00:00:00'), Timestamp('2021-10-15 00:00:00'), Timestamp('2021-10-17 00:00:00'), Timestamp('2021-10-18 00:00:00'), Timestamp('2021-10-21 00:00:00'), Timestamp('2021-10-27 00:00:00'), Timestamp('2021-10-29 00:00:00'), Timestamp('2021-11-05 00:00:00'), Timestamp('2021-11-07 00:00:00'), Timestamp('2021-11-17 00:00:00'), Timestamp('2021-11-24 00:00:00'), Timestamp('2021-11-26 00:00:00'), Timestamp('2021-12-01 00:00:00'), Timestamp('2021-12-04 00:00:00'), Timestamp('2021-12-07 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-12 00:00:00'), Timestamp('2021-12-13 00:00:00'), Timestamp('2021-12-16 00:00:00'), Timestamp('2021-12-17 00:00:00'), Timestamp('2021-12-19 00:00:00'), Timestamp('2021-12-29 00:00:00'), Timestamp('2021-12-31 00:00:00'), Timestamp('2022-01-03 00:00:00'), Timestamp('2022-01-04 00:00:00'), Timestamp('2022-01-05 00:00:00'), Timestamp('2022-01-13 00:00:00'), Timestamp('2022-01-14 00:00:00'), Timestamp('2022-01-15 00:00:00'), Timestamp('2022-01-16 00:00:00'), Timestamp('2022-01-17 00:00:00'), Timestamp('2022-01-21 00:00:00'), Timestamp('2022-01-22 00:00:00'), Timestamp('2022-01-23 00:00:00'), Timestamp('2022-01-24 00:00:00'), Timestamp('2022-01-25 00:00:00'), Timestamp('2022-01-26 00:00:00'), Timestamp('2022-02-02 00:00:00'), Timestamp('2022-02-03 00:00:00'), Timestamp('2022-02-07 00:00:00'), Timestamp('2022-02-13 00:00:00'), Timestamp('2022-02-17 00:00:00'), Timestamp('2022-02-19 00:00:00'), Timestamp('2022-02-24 00:00:00'), Timestamp('2022-02-25 00:00:00'), Timestamp('2022-02-27 00:00:00'), Timestamp('2022-02-28 00:00:00'), Timestamp('2022-03-02 00:00:00'), Timestamp('2022-03-04 00:00:00'), Timestamp('2022-03-05 00:00:00'), Timestamp('2022-03-06 00:00:00'), Timestamp('2022-03-08 00:00:00'), Timestamp('2022-03-12 00:00:00'), Timestamp('2022-03-14 00:00:00'), Timestamp('2022-03-16 00:00:00'), Timestamp('2022-03-17 00:00:00'), Timestamp('2022-03-18 00:00:00'), Timestamp('2022-03-24 00:00:00'), Timestamp('2022-04-01 00:00:00'), Timestamp('2022-04-02 00:00:00'), Timestamp('2022-04-07 00:00:00'), Timestamp('2022-04-09 00:00:00'), Timestamp('2022-04-15 00:00:00'), Timestamp('2022-04-18 00:00:00'), Timestamp('2022-04-21 00:00:00'), Timestamp('2022-04-25 00:00:00'), Timestamp('2022-04-29 00:00:00'), Timestamp('2022-04-30 00:00:00'), Timestamp('2022-05-05 00:00:00')]",255
DIGESTIVE 250GM BISCUIT ,110.0,24.0,"[Timestamp('2022-05-25 00:00:00'), Timestamp('2022-05-26 00:00:00'), Timestamp('2022-06-01 00:00:00'), Timestamp('2022-06-04 00:00:00'), Timestamp('2022-06-05 00:00:00'), Timestamp('2022-06-08 00:00:00')]",15
DIGESTIVE 250GM BISCUIT ,115.0,4.0,"[Timestamp('2022-06-12 00:00:00'), Timestamp('2022-06-15 00:00:00'), Timestamp('2022-06-17 00:00:00'), Timestamp('2022-06-20 00:00:00')]",9
DIGESTIVE 250GM BISCUIT ,120.0,7.0,"[Timestamp('2022-06-29 00:00:00'), Timestamp('2022-07-04 00:00:00'), Timestamp('2022-07-05 00:00:00'), Timestamp('2022-07-10 00:00:00')]",12
DIGESTIVE 500GM BISCUIT ,180.0,104.0,"[Timestamp('2020-08-16 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-08-22 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-09-18 00:00:00'), Timestamp('2020-10-15 00:00:00'), Timestamp('2020-10-18 00:00:00'), Timestamp('2020-10-20 00:00:00'), Timestamp('2020-10-22 00:00:00'), Timestamp('2020-10-23 00:00:00'), Timestamp('2020-10-26 00:00:00'), Timestamp('2020-10-27 00:00:00'), Timestamp('2020-10-28 00:00:00'), Timestamp('2020-10-29 00:00:00'), Timestamp('2020-10-31 00:00:00'), Timestamp('2020-11-01 00:00:00'), Timestamp('2020-11-04 00:00:00'), Timestamp('2020-11-07 00:00:00'), Timestamp('2020-11-08 00:00:00'), Timestamp('2020-11-09 00:00:00'), Timestamp('2020-11-16 00:00:00'), Timestamp('2020-11-25 00:00:00'), Timestamp('2020-11-28 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2020-12-04 00:00:00'), Timestamp('2020-12-15 00:00:00'), Timestamp('2020-12-17 00:00:00'), Timestamp('2020-12-24 00:00:00'), Timestamp('2020-12-31 00:00:00'), Timestamp('2021-01-02 00:00:00'), Timestamp('2021-01-09 00:00:00'), Timestamp('2021-01-29 00:00:00'), Timestamp('2021-02-03 00:00:00'), Timestamp('2021-02-07 00:00:00'), Timestamp('2021-02-09 00:00:00'), Timestamp('2021-02-10 00:00:00'), Timestamp('2021-02-11 00:00:00'), Timestamp('2021-02-12 00:00:00'), Timestamp('2021-03-06 00:00:00'), Timestamp('2021-03-14 00:00:00'), Timestamp('2021-03-15 00:00:00'), Timestamp('2021-03-17 00:00:00'), Timestamp('2021-03-20 00:00:00'), Timestamp('2021-03-29 00:00:00'), Timestamp('2021-03-30 00:00:00'), Timestamp('2021-03-31 00:00:00'), Timestamp('2021-04-04 00:00:00'), Timestamp('2021-04-05 00:00:00'), Timestamp('2021-04-06 00:00:00'), Timestamp('2021-04-10 00:00:00'), Timestamp('2021-04-15 00:00:00'), Timestamp('2021-04-17 00:00:00'), Timestamp('2021-04-22 00:00:00'), Timestamp('2021-04-26 00:00:00'), Timestamp('2021-04-27 00:00:00'), Timestamp('2021-04-28 00:00:00'), Timestamp('2021-04-30 00:00:00'), Timestamp('2021-05-07 00:00:00'), Timestamp('2021-05-08 00:00:00'), Timestamp('2021-05-09 00:00:00'), Timestamp('2021-05-10 00:00:00'), Timestamp('2021-05-11 00:00:00'), Timestamp('2021-05-13 00:00:00'), Timestamp('2021-05-16 00:00:00'), Timestamp('2021-05-19 00:00:00'), Timestamp('2021-05-20 00:00:00'), Timestamp('2021-05-22 00:00:00'), Timestamp('2021-05-25 00:00:00'), Timestamp('2021-05-26 00:00:00'), Timestamp('2021-06-04 00:00:00'), Timestamp('2021-06-05 00:00:00')]",294
DIGESTIVE 500GM BISCUIT ,185.0,22.0,"[Timestamp('2021-06-14 00:00:00'), Timestamp('2021-06-16 00:00:00'), Timestamp('2021-06-17 00:00:00'), Timestamp('2021-06-19 00:00:00'), Timestamp('2021-06-22 00:00:00'), Timestamp('2021-06-25 00:00:00'), Timestamp('2021-06-27 00:00:00'), Timestamp('2021-06-29 00:00:00'), Timestamp('2021-07-05 00:00:00'), Timestamp('2021-07-07 00:00:00'), Timestamp('2021-07-10 00:00:00'), Timestamp('2021-07-11 00:00:00'), Timestamp('2021-07-13 00:00:00'), Timestamp('2021-07-18 00:00:00'), Timestamp('2021-07-19 00:00:00'), Timestamp('2021-07-25 00:00:00'), Timestamp('2021-07-27 00:00:00'), Timestamp('2021-07-31 00:00:00')]",48
DIGESTIVE 500GM BISCUIT ,190.0,11.0,"[Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-09-23 00:00:00'), Timestamp('2020-11-15 00:00:00')]",30
DIGESTIVE 500GM BISCUIT ,194.0,53.0,"[Timestamp('2021-08-26 00:00:00'), Timestamp('2021-09-01 00:00:00'), Timestamp('2021-09-03 00:00:00'), Timestamp('2021-09-05 00:00:00'), Timestamp('2021-09-06 00:00:00'), Timestamp('2021-09-08 00:00:00'), Timestamp('2021-09-09 00:00:00'), Timestamp('2021-09-12 00:00:00'), Timestamp('2021-09-13 00:00:00'), Timestamp('2021-09-15 00:00:00'), Timestamp('2021-09-19 00:00:00'), Timestamp('2021-09-25 00:00:00'), Timestamp('2021-09-27 00:00:00'), Timestamp('2021-10-01 00:00:00'), Timestamp('2021-10-07 00:00:00'), Timestamp('2021-10-14 00:00:00'), Timestamp('2021-10-16 00:00:00'), Timestamp('2021-10-17 00:00:00'), Timestamp('2021-10-18 00:00:00'), Timestamp('2021-10-25 00:00:00'), Timestamp('2021-10-28 00:00:00'), Timestamp('2021-10-30 00:00:00'), Timestamp('2021-11-13 00:00:00'), Timestamp('2021-11-18 00:00:00'), Timestamp('2021-11-20 00:00:00'), Timestamp('2021-11-23 00:00:00'), Timestamp('2021-11-24 00:00:00'), Timestamp('2021-11-29 00:00:00'), Timestamp('2021-12-04 00:00:00'), Timestamp('2021-12-06 00:00:00'), Timestamp('2021-12-08 00:00:00'), Timestamp('2021-12-10 00:00:00'), Timestamp('2021-12-11 00:00:00'), Timestamp('2021-12-14 00:00:00'), Timestamp('2021-12-16 00:00:00'), Timestamp('2021-12-18 00:00:00')]",115
DIGESTIVE 500GM BISCUIT ,195.0,69.0,"[Timestamp('2021-12-27 00:00:00'), Timestamp('2022-01-02 00:00:00'), Timestamp('2022-01-04 00:00:00'), Timestamp('2022-01-10 00:00:00'), Timestamp('2022-01-14 00:00:00'), Timestamp('2022-01-15 00:00:00'), Timestamp('2022-01-18 00:00:00')]",23
DIGESTIVE 500GM BISCUIT ,205.0,21.0,"[Timestamp('2022-05-23 00:00:00'), Timestamp('2022-05-25 00:00:00'), Timestamp('2022-05-28 00:00:00'), Timestamp('2022-05-29 00:00:00'), Timestamp('2022-05-31 00:00:00'), Timestamp('2022-06-02 00:00:00'), Timestamp('2022-06-03 00:00:00'), Timestamp('2022-06-07 00:00:00'), Timestamp('2022-06-10 00:00:00'), Timestamp('2022-06-11 00:00:00'), Timestamp('2022-06-12 00:00:00'), Timestamp('2022-06-13 00:00:00'), Timestamp('2022-06-16 00:00:00'), Timestamp('2022-06-22 00:00:00'), Timestamp('2022-06-28 00:00:00'), Timestamp('2022-07-05 00:00:00')]",44
