,ProductName,CostPrice,RetailSPrice,SQty
550,BARAHSINGHE PILSNER BIER 330 ML,160.33,265.0,2.0
551,MUNG KHOSTA 1 KG,141.0,180.0,33.0
552,MUNG KHOSTA 1 KG,141.0,200.0,1.0
553,MUNG KHOSTA 1 KG,142.0,165.0,6.0
554,MUNG KHOSTA 1 KG,142.0,170.0,1.0
555,MUNG KHOSTA 1 KG,142.0,175.0,1.0
556,MUNG KHOSTA 1 KG,145.0,165.0,4.0
557,MUNG KHOSTA 1 KG,148.0,170.0,15.0
558,MUNG KHOSTA 1 KG,148.0,173.0,1.0
559,MUNG KHOSTA 1 KG,150.0,165.0,22.0
560,MUNG KHOSTA 1 KG,150.0,170.0,4.0
561,MUNG KHOSTA 1 KG,155.0,170.0,44.0
562,MUNG KHOSTA 1 KG,155.0,180.0,13.0
563,MUNG KHOSTA 1 KG,155.0,195.0,13.0
564,MUNG KHOSTA 1 KG,185.0,165.0,7.0
565,MUNG KHOSTA 1 KG,185.0,210.0,18.0
566,MUNG KHOSTA 1 KG,186.0,180.0,1.0
567,MUNG KHOSTA 1 KG,186.0,210.0,14.0
568,HARPIC POWER 500ML ORIGINAL,119.3,142.0,70.0
569,HARPIC POWER 500ML ORIGINAL,121.25,125.0,2.0
570,HARPIC POWER 500ML ORIGINAL,121.25,133.0,39.0
571,HARPIC POWER 500ML ORIGINAL,121.25,134.0,1.0
572,HARPIC POWER 500ML ORIGINAL,122.59,134.0,47.0
573,HARPIC POWER 500ML ORIGINAL,124.0,136.0,21.0
574,HARPIC POWER 500ML ORIGINAL,125.58,138.0,40.0
575,HARPIC POWER 500ML ORIGINAL,126.32,140.0,24.0
576,HARPIC POWER 500ML ORIGINAL,128.51,141.0,21.0
577,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,569.52,650.0,34.0
578,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,602.06,630.0,1.0
579,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,602.06,665.0,15.0
580,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,650.88,725.0,2.0
581,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,650.88,775.0,18.0
582,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,650.88,800.0,1.0
583,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,717.55,770.0,17.0
584,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,717.55,800.0,1.0
585,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,727.27,800.0,1.0
586,SHIN RAMYUN 360GM HOT CHICKEN FLV RAMEN FAMILY PKT,728.91,805.0,17.0
587,MUSURO DAL 1KG NEPALI,112.0,140.0,3.0
588,MUSURO DAL 1KG NEPALI,112.0,155.0,6.0
589,MUSURO DAL 1KG NEPALI,112.0,160.0,1.0
590,MUSURO DAL 1KG NEPALI,125.0,125.0,1.0
591,MUSURO DAL 1KG NEPALI,125.0,150.0,1.0
592,MUSURO DAL 1KG NEPALI,125.0,155.0,27.0
593,MUSURO DAL 1KG NEPALI,127.0,140.0,137.0
594,MUSURO DAL 1KG NEPALI,127.0,145.0,2.0
595,MUSURO DAL 1KG NEPALI,135.0,155.0,7.0
596,MUSURO DAL 1KG NEPALI,172.72,185.0,2.0
597,MUSURO DAL 1KG NEPALI,172.72,190.0,12.0
598,HORLICKS ORIGINAL 500GM JAR,350.66,385.0,1.0
599,HORLICKS ORIGINAL 500GM JAR,352.55,380.0,6.0
600,HORLICKS ORIGINAL 500GM JAR,354.26,395.0,9.0
601,HORLICKS ORIGINAL 500GM JAR,355.0,383.0,7.0
602,HORLICKS ORIGINAL 500GM JAR,355.0,400.0,1.0
603,HORLICKS ORIGINAL 500GM JAR,358.02,390.0,12.0
604,HORLICKS ORIGINAL 500GM JAR,361.59,400.0,20.0
605,HORLICKS ORIGINAL 500GM JAR,361.79,396.0,27.0
606,HORLICKS ORIGINAL 500GM JAR,361.79,400.0,1.0
607,HORLICKS ORIGINAL 500GM JAR,363.41,395.0,23.0
608,HORLICKS ORIGINAL 500GM JAR,363.96,395.0,22.0
609,HORLICKS ORIGINAL 500GM JAR,364.0,380.0,41.0
610,HORLICKS ORIGINAL 500GM JAR,364.0,395.0,43.0
611,HORLICKS ORIGINAL 500GM JAR,364.22,400.0,19.0
612,HORLICKS ORIGINAL 500GM JAR,369.13,400.0,4.0
613,HORLICKS ORIGINAL 500GM JAR,371.01,400.0,5.0
614,CERELAC 2 TO 5 YEARS CEREGROW,436.41,470.0,4.0
615,CERELAC 2 TO 5 YEARS CEREGROW,445.46,480.0,11.0
616,CERELAC 2 TO 5 YEARS CEREGROW,465.46,505.0,28.0
617,CERELAC 2 TO 5 YEARS CEREGROW,478.18,516.0,16.0
618,CERELAC 2 TO 5 YEARS CEREGROW,478.18,520.0,6.0
619,CERELAC 2 TO 5 YEARS CEREGROW,480.0,518.0,13.0
620,CERELAC 2 TO 5 YEARS CEREGROW,492.73,532.0,16.0
621,DALDA GHEE 1KG AMRIT,134.99,140.0,3.0
622,DALDA GHEE 1KG AMRIT,177.0,185.0,83.0
623,DALDA GHEE 1KG AMRIT,177.0,195.0,6.0
624,DALDA GHEE 1KG AMRIT,184.0,200.0,3.0
625,DALDA GHEE 1KG AMRIT,184.0,210.0,2.0
626,DALDA GHEE 1KG AMRIT,190.0,200.0,173.0
627,DALDA GHEE 1KG AMRIT,199.0,210.0,45.0
628,DALDA GHEE 1KG AMRIT,200.0,210.0,115.0
629,DALDA GHEE 1KG AMRIT,320.0,330.0,3.0
630,DALDA GHEE 1KG AMRIT,330.01,340.0,13.0
631,MUSURO DAL 1KG INDIAN,93.0,105.0,3.0
632,MUSURO DAL 1KG INDIAN,93.0,130.0,14.0
633,MUSURO DAL 1KG INDIAN,110.0,130.0,53.0
634,MUSURO DAL 1KG INDIAN,111.0,130.0,78.0
635,MUSURO DAL 1KG INDIAN,113.0,150.0,2.0
636,MUSURO DAL 1KG INDIAN,120.0,140.0,13.0
637,MUSURO DAL 1KG INDIAN,125.0,140.0,14.0
638,MUSURO DAL 1KG INDIAN,125.0,150.0,52.0
639,MUSURO DAL 1KG INDIAN,125.0,165.0,2.0
640,MUSURO DAL 1KG INDIAN,139.0,165.0,29.0
641,MUSURO DAL 1KG INDIAN,146.0,165.0,30.0
642,MUSURO DAL 1KG INDIAN,163.63,180.0,10.0
643,MUSURO DAL 1KG INDIAN,168.18,185.0,10.0
644,PRAWN CRACKERS 110GM ORIGINAL RED TIN,200.0,250.0,16.0
645,PRAWN CRACKERS 110GM ORIGINAL RED TIN,220.0,315.0,2.0
646,PRAWN CRACKERS 110GM ORIGINAL RED TIN,225.0,270.0,1.0
647,PRAWN CRACKERS 110GM ORIGINAL RED TIN,225.0,350.0,12.0
648,PRAWN CRACKERS 110GM ORIGINAL RED TIN,230.0,350.0,9.0
649,PRAWN CRACKERS 110GM ORIGINAL RED TIN,319.2,350.0,31.0
650,PRAWN CRACKERS 110GM ORIGINAL RED TIN,343.66,334.513274336283,1.0
651,PRAWN CRACKERS 110GM ORIGINAL RED TIN,343.66,378.0,18.0
652,PRAWN CRACKERS 110GM ORIGINAL RED TIN,378.46,416.0,4.0
653,JELLY 118GM X 6 CUPS MIX,255.0,295.0,1.0
654,JELLY 118GM X 6 CUPS MIX,255.0,320.0,1.0
655,JELLY 118GM X 6 CUPS MIX,255.38,305.0,5.0
656,JELLY 118GM X 6 CUPS MIX,278.3,312.0,10.0
657,JELLY 118GM X 6 CUPS MIX,278.3,320.0,9.0
658,JELLY 118GM X 6 CUPS MIX,287.51,287.610619469027,2.0
659,JELLY 118GM X 6 CUPS MIX,287.51,316.0,2.0
660,JELLY 118GM X 6 CUPS MIX,287.51,325.0,6.0
661,DIGESTIVE 500GM BISCUIT ,165.83,180.0,104.0
662,DIGESTIVE 500GM BISCUIT ,165.83,190.0,5.0
663,DIGESTIVE 500GM BISCUIT ,169.27,185.0,22.0
664,DIGESTIVE 500GM BISCUIT ,172.73,190.0,6.0
665,DIGESTIVE 500GM BISCUIT ,178.18,194.0,53.0
666,DIGESTIVE 500GM BISCUIT ,178.18,195.0,69.0
667,DIGESTIVE 500GM BISCUIT ,187.09,205.0,21.0
668,DIGESTIVE 500GM BISCUIT ,190.91,210.0,45.0
669,REAL GUAVA 1LTR FRUIT POWER,214.9,235.0,12.0
670,REAL GUAVA 1LTR FRUIT POWER,218.27,220.0,2.0
671,REAL GUAVA 1LTR FRUIT POWER,218.27,240.0,77.0
672,REAL GUAVA 1LTR FRUIT POWER,222.72,240.0,3.0
673,REAL GUAVA 1LTR FRUIT POWER,222.73,240.0,27.0
674,REAL GUAVA 1LTR FRUIT POWER,222.73,245.0,11.0
675,REAL GUAVA 1LTR FRUIT POWER,227.19,250.0,44.0
676,REAL GUAVA 1LTR FRUIT POWER,232.49,260.0,5.0
677,REAL GUAVA 1LTR FRUIT POWER,236.09,230.088495575221,1.0
678,REAL GUAVA 1LTR FRUIT POWER,236.09,260.0,19.0
679,REAL GUAVA 1LTR FRUIT POWER,240.9,260.0,6.0
680,GATORADE 515 ML BLUE BLAST,200.0,220.0,34.0
681,GATORADE 515 ML BLUE BLAST,200.0,250.0,2.0
682,GATORADE 515 ML BLUE BLAST,240.0,265.0,43.0
683,GATORADE 515 ML BLUE BLAST,240.0,275.0,9.0
684,GATORADE 515 ML BLUE BLAST,250.0,275.0,44.0
685,GATORADE 515 ML BLUE BLAST,250.0,280.0,6.0
686,GATORADE 515 ML BLUE BLAST,250.0,295.0,2.0
687,GATORADE 515 ML BLUE BLAST,265.0,261.061946902655,1.0
688,GATORADE 515 ML BLUE BLAST,265.0,295.0,12.0
689,GATORADE 515 ML BLUE BLAST,266.14,295.0,24.0
690,DIGESTIVE 250GM BISCUIT ,82.91,90.0,136.0
691,DIGESTIVE 250GM BISCUIT ,82.91,95.0,8.0
692,DIGESTIVE 250GM BISCUIT ,85.83,95.0,2.0
693,DIGESTIVE 250GM BISCUIT ,86.37,95.0,15.0
694,DIGESTIVE 250GM BISCUIT ,89.09,88.495575221239,3.0
695,DIGESTIVE 250GM BISCUIT ,89.09,100.0,136.0
696,DIGESTIVE 250GM BISCUIT ,98.0,110.0,24.0
697,DIGESTIVE 250GM BISCUIT ,105.81,115.0,4.0
698,DIGESTIVE 250GM BISCUIT ,109.09,120.0,7.0
699,PINEAPPLE CRISP BISCUITS 450 GM,261.91,288.0,7.0
700,PINEAPPLE CRISP BISCUITS 450 GM,280.29,310.0,18.0
701,PINEAPPLE CRISP BISCUITS 450 GM,286.0,315.0,22.0
702,PINEAPPLE CRISP BISCUITS 450 GM,291.0,320.0,27.0
703,PINEAPPLE CRISP BISCUITS 450 GM,299.0,296.46017699115,1.0
704,PINEAPPLE CRISP BISCUITS 450 GM,299.0,329.0,9.0
705,PINEAPPLE CRISP BISCUITS 450 GM,299.0,335.0,12.0
706,SAGUN MUSTARD OIL 1 LTR,205.0,240.0,14.0
707,SAGUN MUSTARD OIL 1 LTR,240.0,280.0,5.0
708,SAGUN MUSTARD OIL 1 LTR,280.0,335.0,9.0
709,SAGUN MUSTARD OIL 1 LTR,280.0,360.0,6.0
710,SAGUN MUSTARD OIL 1 LTR,280.0,361.0,1.0
711,SAGUN MUSTARD OIL 1 LTR,280.0,370.0,4.0
712,SAGUN MUSTARD OIL 1 LTR,370.0,410.0,3.0
713,DIDIAN DANISH STYLE COOKIES 480GM,234.78,245.0,2.0
714,DIDIAN DANISH STYLE COOKIES 480GM,234.78,258.0,11.0
715,DIDIAN DANISH STYLE COOKIES 480GM,235.0,245.0,20.0
716,DIDIAN DANISH STYLE COOKIES 480GM,262.0,325.0,2.0
717,DIDIAN DANISH STYLE COOKIES 480GM,262.63,285.0,82.0
718,DIDIAN DANISH STYLE COOKIES 480GM,269.0,285.0,86.0
719,DIDIAN DANISH STYLE COOKIES 480GM,269.0,293.0,3.0
720,DIDIAN DANISH STYLE COOKIES 480GM,299.99,325.0,44.0
721,DIDIAN DANISH STYLE COOKIES 480GM,311.15,342.0,9.0
722,DIDIAN DANISH STYLE COOKIES 480GM,346.99,382.0,7.0
723,SAFOLA GOLD 5 LTR,1238.13,1340.0,7.0
724,SAFOLA GOLD 5 LTR,1268.67,1370.0,13.0
725,SAFOLA GOLD 5 LTR,1781.69,1960.0,7.0
726,SAFOLA GOLD 5 LTR,1781.82,1960.0,12.0
727,SAFOLA GOLD 5 LTR,1981.93,1929.20353982301,1.0
728,SAFOLA GOLD 5 LTR,1981.93,2180.0,3.0
729,SAFOLA GOLD 5 LTR,2074.74,2282.0,4.0
730,SAFOLA GOLD 5 LTR,2074.77,2240.0,1.0
731,SSM DATE 200 GM,30.0,45.0,23.0
732,SSM DATE 200 GM,30.0,55.0,3.0
733,SSM DATE 200 GM,32.0,45.0,133.0
734,SSM DATE 200 GM,32.0,50.0,1.0
735,SSM DATE 200 GM,33.0,45.0,12.0
736,SSM DATE 200 GM,34.0,45.0,30.0
737,SSM DATE 200 GM,34.0,55.0,1.0
738,SSM DATE 200 GM,34.0,70.0,1.0
739,SSM DATE 200 GM,36.0,45.0,11.0
740,SSM DATE 200 GM,37.08,45.0,15.0
741,SSM DATE 200 GM,50.0,53.0973451327434,2.0
742,SSM DATE 200 GM,50.0,60.0,44.0
743,SSM DATE 200 GM,52.66,53.0973451327434,12.0
744,SSM DATE 200 GM,52.66,60.0,57.0
745,SSM DATE 200 GM,56.0,70.0,14.0
746,SSM DATE 200 GM,59.0,60.0,1.0
747,SSM DATE 200 GM,59.0,80.0,12.0
748,SSM DATE 200 GM,64.0,80.0,6.0
749,REAL MANGO 1LTR FRUIT POWER,205.95,225.0,13.0
750,REAL MANGO 1LTR FRUIT POWER,209.37,230.0,36.0
751,REAL MANGO 1LTR FRUIT POWER,213.64,230.0,91.0
752,REAL MANGO 1LTR FRUIT POWER,213.64,235.0,5.0
753,REAL MANGO 1LTR FRUIT POWER,218.27,212.389380530973,3.0
754,REAL MANGO 1LTR FRUIT POWER,218.27,240.0,29.0
755,REAL MANGO 1LTR FRUIT POWER,222.72,245.0,13.0
756,REAL MANGO 1LTR FRUIT POWER,222.73,240.0,23.0
757,REAL MANGO 1LTR FRUIT POWER,227.19,250.0,33.0
758,REAL MANGO 1LTR FRUIT POWER,231.82,250.0,18.0
759,FUSION CART 4 PCS,1088.87,1188.0,1.0
760,FUSION CART 4 PCS,1088.87,1200.0,1.0
761,FUSION CART 4 PCS,1088.87,1209.0,5.0
762,FUSION CART 4 PCS,1088.87,1220.0,10.0
763,FUSION CART 4 PCS,1165.0,1188.0,1.0
764,FUSION CART 4 PCS,1197.83,1320.0,9.0
765,FUSION CART 4 PCS,1197.83,1340.0,8.0
766,FUSION CART 4 PCS,1206.51,1327.0,6.0
767,HARPIC POWER PLUS 900 ML ORIGINAL,219.64,239.0,19.0
768,HARPIC POWER PLUS 900 ML ORIGINAL,221.08,256.0,56.0
769,HARPIC POWER PLUS 900 ML ORIGINAL,232.72,254.0,12.0
770,HARPIC POWER PLUS 900 ML ORIGINAL,238.05,231.858407079646,2.0
771,HARPIC POWER PLUS 900 ML ORIGINAL,238.05,262.0,23.0
772,HARPIC POWER PLUS 900 ML ORIGINAL,242.9,234.513274336283,1.0
773,HARPIC POWER PLUS 900 ML ORIGINAL,242.9,265.0,13.0
774,REAL MIXED FRUIT 1LTR FRUIT POWER,197.37,240.0,35.0
775,REAL MIXED FRUIT 1LTR FRUIT POWER,217.13,240.0,12.0
776,REAL MIXED FRUIT 1LTR FRUIT POWER,218.28,220.0,6.0
777,REAL MIXED FRUIT 1LTR FRUIT POWER,218.28,240.0,105.0
778,REAL MIXED FRUIT 1LTR FRUIT POWER,218.28,245.0,5.0
779,REAL MIXED FRUIT 1LTR FRUIT POWER,222.73,240.0,60.0
780,REAL MIXED FRUIT 1LTR FRUIT POWER,227.19,221.238938053097,4.0
781,REAL MIXED FRUIT 1LTR FRUIT POWER,227.19,250.0,58.0
782,REAL MIXED FRUIT 1LTR FRUIT POWER,227.19,260.0,2.0
783,REAL MIXED FRUIT 1LTR FRUIT POWER,232.48,260.0,16.0
784,REAL MIXED FRUIT 1LTR FRUIT POWER,236.09,230.088495575221,3.0
785,REAL MIXED FRUIT 1LTR FRUIT POWER,236.09,260.0,16.0
786,REAL MIXED FRUIT 1LTR FRUIT POWER,240.9,260.0,14.0
787,COKE/FANTA/SPRITE 2.25LTR,176.4,200.0,141.0
788,COKE/FANTA/SPRITE 2.25LTR,196.0,200.0,311.0
789,COKE/FANTA/SPRITE 2.25LTR,210.0,190.265486725664,14.0
790,COKE/FANTA/SPRITE 2.25LTR,210.0,215.0,469.0
791,COKE/FANTA/SPRITE 2.25LTR,210.0,230.0,5.0
792,COKE/FANTA/SPRITE 2.25LTR,210.0,240.0,27.0
793,COKE/FANTA/SPRITE 2.25LTR,210.0,250.0,1.0
794,COKE/FANTA/SPRITE 2.25LTR,245.0,255.0,3.0
795,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,85.0,18.0
796,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,95.0,15.0
797,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,110.0,2.0
798,SUNFLOW 500ML SUN FLOWER OIL PKT,82.5,115.0,52.0
799,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,130.0,68.0
800,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,135.0,6.0
801,SUNFLOW 500ML SUN FLOWER OIL PKT,125.0,140.0,20.0
802,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,424.38,480.0,2.0
803,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,459.02,505.0,4.0
804,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,459.02,515.0,21.0
805,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,451.327433628319,2.0
806,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,510.0,10.0
807,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,463.74,520.0,14.0
808,KELLOGGS EXTRA MUESLI 550GM CRUNCHY FRUIT & NUT,473.21,511.0,10.0
809,OYSTER SAUCE  600ML MAEKRUA,320.0,370.0,13.0
810,OYSTER SAUCE  600ML MAEKRUA,320.0,415.0,1.0
811,OYSTER SAUCE  600ML MAEKRUA,360.0,415.0,3.0
812,OYSTER SAUCE  600ML MAEKRUA,375.0,412.0,9.0
813,OYSTER SAUCE  600ML MAEKRUA,390.0,429.0,12.0
814,OYSTER SAUCE  600ML MAEKRUA,440.0,493.0,8.0
815,OYSTER SAUCE  600ML MAEKRUA,490.0,539.0,11.0
816,OYSTER SAUCE  600ML MAEKRUA,490.0,550.0,10.0
817,MAKAI POPCORN 1KG ,95.0,115.0,49.0
818,MAKAI POPCORN 1KG ,95.0,120.0,24.0
819,MAKAI POPCORN 1KG ,98.0,120.0,25.0
820,MAKAI POPCORN 1KG ,98.0,155.0,1.0
821,MAKAI POPCORN 1KG ,100.0,115.0,64.0
822,MAKAI POPCORN 1KG ,105.0,115.0,1.0
823,MAKAI POPCORN 1KG ,105.0,120.0,23.0
824,MAKAI POPCORN 1KG ,110.0,125.0,23.0
825,MAKAI POPCORN 1KG ,127.27,135.0,8.0
826,MAKAI POPCORN 1KG ,127.27,140.0,21.0
827,MAKAI POPCORN 1KG ,136.36,145.0,10.0
828,MAKAI POPCORN 1KG ,140.0,155.0,13.0
829,NIVEA SOFT CREAM 200ML,307.12,385.0,13.0
830,NIVEA SOFT CREAM 200ML,315.0,345.0,6.0
831,NIVEA SOFT CREAM 200ML,332.14,382.0,23.0
832,NIVEA SOFT CREAM 200ML,339.29,390.0,11.0
833,NIVEA SOFT CREAM 200ML,342.84,384.0,10.0
834,NIVEA SOFT CREAM 200ML,342.84,385.0,12.0
835,NIVEA SOFT CREAM 200ML,349.98,392.0,6.0
836,NIVEA SOFT CREAM 200ML,407.15,475.0,2.0
837,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,92.0,105.0,26.0
838,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,95.0,110.0,23.0
839,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,98.0,110.0,19.0
840,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,110.01,125.0,35.0
841,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,110.01,140.0,12.0
842,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,143.5,165.0,24.0
843,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,145.0,165.0,22.0
844,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,147.83,170.0,58.0
845,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,153.39,165.0,6.0
846,EVEREST KASHMIRILAL CHILLI PWR. 100GM ,153.39,172.0,35.0
847,LIZOL DFC 975ML CITRUS,257.76,284.0,4.0
848,LIZOL DFC 975ML CITRUS,259.79,285.0,6.0
849,LIZOL DFC 975ML CITRUS,260.36,284.0,3.0
850,LIZOL DFC 975ML CITRUS,260.36,285.0,11.0
851,LIZOL DFC 975ML CITRUS,267.99,295.0,4.0
852,LIZOL DFC 975ML CITRUS,273.46,263.716814159292,2.0
853,LIZOL DFC 975ML CITRUS,273.46,298.0,12.0
854,LIZOL DFC 975ML CITRUS,279.38,271.681415929204,1.0
855,LIZOL DFC 975ML CITRUS,279.38,307.0,3.0
856,MASK DISPOSABLE BOX,110.0,200.0,24.0
857,MASK DISPOSABLE BOX,180.0,280.0,5.0
858,MASK DISPOSABLE BOX,190.07,280.0,1.0
859,MASK DISPOSABLE BOX,200.0,245.0,46.0
860,MASK DISPOSABLE BOX,200.0,350.0,11.0
861,MASK DISPOSABLE BOX,320.0,330.0,1.0
862,MASK DISPOSABLE BOX,320.0,450.0,5.0
863,MASK DISPOSABLE BOX,332.5,450.0,15.0
864,MASK DISPOSABLE BOX,400.0,450.0,2.0
865,MASK DISPOSABLE BOX,400.0,485.0,5.0
866,U.S MAYONNAISE 30 FL.OZ 887ML,550.0,630.0,4.0
867,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,615.0,4.0
868,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,630.0,16.0
869,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,640.0,5.0
870,U.S MAYONNAISE 30 FL.OZ 887ML,560.0,645.0,21.0
871,U.S MAYONNAISE 30 FL.OZ 887ML,689.3,772.0,6.0
872,U.S MAYONNAISE 30 FL.OZ 887ML,690.0,659.29203539823,1.0
873,U.S MAYONNAISE 30 FL.OZ 887ML,690.0,745.0,10.0
874,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,406.8,500.0,64.0
875,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,450.0,500.0,65.0
876,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,482.74,530.0,11.0
877,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,502.85,530.0,38.0
878,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,595.0,51.0
879,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,600.0,13.0
880,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,515.28,620.0,8.0
881,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,537.09,522.12389380531,1.0
882,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,537.09,590.0,75.0
883,SHIN RAMYUN HOT & SPICY 360GM NO MSG FAMILY PKT,553.7,600.0,22.0
884,MOONG DAL 360GM,210.7,211.0,1.0
885,MOONG DAL 360GM,210.7,232.0,28.0
886,MOONG DAL 360GM,210.7,234.0,5.0
887,MOONG DAL 360GM,214.99,234.0,5.0
888,MOONG DAL 360GM,214.99,235.0,4.0
889,MOONG DAL 360GM,215.01,234.0,22.0
890,MOONG DAL 360GM,215.01,237.0,14.0
891,MOONG DAL 360GM,215.6,209.734513274336,1.0
892,MOONG DAL 360GM,215.6,237.0,67.0
893,MOONG DAL 360GM,226.37,237.0,2.0
894,MOONG DAL 360GM,226.37,249.0,19.0
895,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,108.48,125.0,30.0
896,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,119.33,140.0,60.0
897,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,119.33,155.0,27.0
898,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,124.75,145.0,24.0
899,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,130.18,155.0,21.0
900,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,143.51,155.0,49.0
901,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,146.017699115044,2.0
902,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,160.0,55.0
903,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,147.97,165.0,57.0
904,SHIN RAMYUN 120GM 2X SPICY HOT CHICKEN,150.29,165.0,31.0
905,BLACK LABEL 1LTR,6993.64,7833.0,1.0
906,BLACK LABEL 1LTR,7029.32,7100.0,11.0
907,BLACK LABEL 1LTR,7029.32,7850.0,7.0
908,BLACK LABEL 1LTR,7029.32,7870.0,1.0
909,BLACK LABEL 1LTR,7297.96,6902.65,15.0
910,BLACK LABEL 1LTR,7297.96,7800.0,1.0
911,BLACK LABEL 1LTR,7297.96,8028.0,2.0
912,8848 VODKA 750ML,1501.67,1625.0,10.0
913,8848 VODKA 750ML,1501.67,1650.0,1.0
914,8848 VODKA 750ML,1546.83,1675.0,39.0
915,8848 VODKA 750ML,1546.83,1700.0,2.0
916,8848 VODKA 750ML,1699.99,1835.0,19.0
917,8848 VODKA 750ML,1715.83,1637.16814159292,6.0
918,8848 VODKA 750ML,1715.83,1850.0,12.0
919,KWATI 1KG,115.0,120.0,4.0
920,KWATI 1KG,115.0,130.0,6.0
921,KWATI 1KG,115.0,145.0,27.0
922,KWATI 1KG,115.0,150.0,6.0
923,KWATI 1KG,115.0,160.0,1.0
924,KWATI 1KG,115.0,175.0,26.0
925,KWATI 1KG,154.54,170.0,24.0
926,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,85.0,105.0,36.0
927,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,86.78,110.0,68.0
928,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,90.0,110.0,268.0
929,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,96.55,106.0,139.0
930,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,101.02,120.0,60.0
931,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,103.06,120.0,17.0
932,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,104.13,115.0,46.0
933,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,106.31,125.0,12.0
934,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,107.42,118.0,191.0
935,SHIN RAMYUN HOT & SPICY 120GM NO MSG 1PKT,110.74,125.0,55.0
936,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,840.09,950.0,2.0
937,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.02,1030.0,2.0
938,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.03,1010.0,5.0
939,KELLOGGS MUESLI 1 KG CRUNCHY FRUIT & NUT,918.03,1030.0,8.0
